id,matrix_gpa,language_test_scores,reading_test_score,math_test_scores,total_points,matrix_languauge,matrix_math,matrix_reading,status,matrix_languauge_retest,matrix_math_retest,matrix_reading_restest,total_points_retest,updated_at,guardian1_email,guardian2_email,grade,deliver_test_accomodation_approved,test_date_sign_up,current_school,gpa
423,nan,72.0,67.0,76.0,50.0,17.0,19.0,14.0,In Processing,nan,nan,nan,nan,2024-10-28 7:03:15,nan,nan,9,nan,April 26 2025 (No-rest option),Mary McLeod Bethune Elementary,nan
424,nan,55.0,57.0,76.0,36.0,8.0,19.0,9.0,In Processing,8.0,20.0,15.0,43.0,2024-10-28 8:05:09,nan,nan,XKn3,nan,March 22 2025 (No-rest option),Edward Hynes Parkview,nan
425,30.0,75.0,99.0,91.0,104.0,18.0,26.0,30.0,Eligible,nan,nan,nan,nan,2024-10-28 10:12:42,nan,nan,9,nan,December 14 2024,Lake Forest Elementary Charter School,4.0
426,nan,75.0,79.0,82.0,60.0,18.0,22.0,20.0,In Processing,21.0,18.0,15.0,54.0,2024-10-28 10:08:39,nan,nan,9,nan,March 22 2025 (No-rest option),Lake Forest Elementary Charter School,2.75
427,nan,57.0,84.0,37.0,33.0,9.0,1.0,23.0,In Processing,nan,nan,nan,nan,2024-10-28 10:35:20,nan,nan,9,nan,December 14 2024,Mary McLeod Bethune Elementary,nan
428,22.0,64.0,89.0,96.0,89.0,13.0,29.0,25.0,Eligible,nan,nan,nan,nan,2024-10-28 10:50:47,nan,nan,9,nan,December 14 2024,International School of Louisiana,2.75
429,30.0,55.0,99.0,82.0,90.0,8.0,22.0,30.0,Eligible,nan,nan,nan,nan,2024-10-28 11:20:45,nan,nan,9,nan,December 14 2024,Bricolage Academy,3.63
430,nan,88.0,64.0,33.0,39.0,25.0,1.0,13.0,In Processing,29.0,9.0,20.0,58.0,2024-10-28 12:02:47,nan,nan,10,nan,March 22 2025 (No-rest option),Other,nan
431,30.0,76.0,93.0,87.0,100.0,19.0,24.0,27.0,Eligible,nan,nan,nan,nan,2024-10-28 13:13:38,nan,nan,10,nan,December 14 2024,Other,3.8
432,nan,87.0,79.0,57.0,53.0,24.0,9.0,20.0,In Processing,nan,nan,nan,nan,2024-10-28 16:58:35,nan,nan,9,nan,December 14 2024,International School of Louisiana,nan
433,28.0,72.0,99.0,96.0,104.0,17.0,29.0,30.0,Eligible,nan,nan,nan,nan,2024-10-28 17:06:18,nan,nan,9,nan,December 14 2024,Belle Chasse Academy,3.37
434,nan,39.0,82.0,85.0,46.0,1.0,23.0,22.0,In Processing,nan,nan,nan,nan,2024-10-28 21:53:03,nan,nan,9,nan,April 26 2025 (No-rest option),Other,nan
435,nan,nan,nan,nan,0.0,nan,nan,nan,In Processing,18.0,19.0,16.0,53.0,2025-01-12 21:00:46,nan,nan,10,nan,February 15 2025 (No-rest option),Other,nan
436,28.0,99.0,99.0,99.0,118.0,30.0,30.0,30.0,Eligible,nan,nan,nan,nan,2025-03-18 21:14:13,nan,nan,9,nan,December 14 2024,St. Paul's Episcopal School,3.38
437,nan,92.0,96.0,88.0,81.0,27.0,25.0,29.0,In Processing,nan,nan,nan,nan,2024-11-05 9:25:15,nan,nan,11,nan,December 14 2024,Other,nan
438,30.0,60.0,97.0,91.0,96.0,11.0,26.0,29.0,Eligible,nan,nan,nan,nan,2024-10-29 12:34:03,nan,nan,9,nan,December 14 2024,The Willow School,3.75
439,nan,59.0,94.0,66.0,52.0,10.0,14.0,28.0,In Processing,nan,nan,nan,nan,2024-11-08 14:47:56,nan,nan,10,nan,January 18 2025,Other,nan
440,nan,54.0,39.0,51.0,15.0,8.0,6.0,1.0,In Processing,nan,nan,nan,nan,2024-10-29 15:40:38,nan,nan,9,nan,December 14 2024,Lake Castle Private School,nan
441,nan,nan,nan,nan,nan,nan,nan,nan,In Processing,nan,nan,nan,nan,2024-10-29 19:04:38,nan,nan,10,nan,nan,Other,nan
442,30.0,99.0,98.0,97.0,119.0,30.0,29.0,30.0,Eligible,nan,nan,nan,nan,2024-10-29 19:05:49,nan,nan,9,nan,December 14 2024,Bricolage Academy,4.0
443,30.0,74.0,97.0,72.0,94.0,18.0,17.0,29.0,Eligible,nan,nan,nan,nan,2024-10-29 22:07:09,nan,nan,9,nan,December 14 2024,Lycee Francais de la Nouvelle Orleans,3.88
444,nan,88.0,85.0,66.0,62.0,25.0,14.0,23.0,In Processing,24.0,12.0,22.0,58.0,2024-10-29 22:32:14,nan,nan,10,nan,March 22 2025 (No-rest option),Other,nan
445,nan,37.0,36.0,28.0,3.0,1.0,1.0,1.0,In Processing,nan,nan,nan,nan,2024-10-30 9:04:22,nan,nan,9,nan,December 14 2024,Audubon Uptown Montessori and French,nan
446,nan,85.0,90.0,98.0,79.0,23.0,30.0,26.0,In Processing,nan,nan,nan,nan,2024-10-30 10:05:13,nan,nan,9,nan,January 18 2025,Other,nan
447,nan,96.0,88.0,70.0,70.0,29.0,16.0,25.0,In Processing,nan,nan,nan,nan,2024-11-08 12:44:44,nan,nan,10,nan,January 18 2025,Other,nan
448,nan,nan,nan,nan,nan,nan,nan,nan,In Processing,nan,nan,nan,nan,2024-10-30 10:44:32,nan,nan,10,nan,nan,Other,nan
449,nan,68.0,81.0,48.0,41.0,15.0,5.0,21.0,In Processing,nan,nan,nan,nan,2024-10-30 11:26:10,nan,nan,9,nan,April 26 2025 (No-rest option),Homer Plessy Community School,nan
450,nan,58.0,46.0,31.0,15.0,10.0,1.0,4.0,In Processing,nan,nan,nan,nan,2024-10-30 20:36:48,nan,nan,9,nan,December 14 2024,Mary McLeod Bethune Elementary,nan
451,27.0,97.0,99.0,99.0,116.0,29.0,30.0,30.0,Eligible,nan,nan,nan,nan,2024-10-31 9:04:19,nan,nan,9,nan,January 18 2025,Isidore Newman,3.25
452,nan,48.0,66.0,80.0,40.0,5.0,21.0,14.0,In Processing,nan,nan,nan,nan,2024-10-31 12:15:28,nan,nan,9,nan,March 22 2025 (No-rest option),Arthur Ashe Charter School,nan
453,30.0,65.0,99.0,99.0,103.0,13.0,30.0,30.0,Eligible,nan,nan,nan,nan,2024-10-31 15:05:48,iU7z,nan,9,nan,January 18 2025,The Willow School,3.63
454,26.0,84.0,97.0,51.0,84.0,23.0,6.0,29.0,In Processing,nan,nan,nan,nan,2024-10-31 16:32:50,nan,nan,9,nan,April 26 2025 (No-rest option),Mary McLeod Bethune Elementary,3.13
455,nan,nan,nan,nan,nan,nan,nan,nan,In Processing,nan,nan,nan,nan,2024-10-31 19:13:09,nan,nan,9,nan,nan,Mary McLeod Bethune Elementary,nan
456,nan,nan,nan,nan,0.0,nan,nan,nan,In Processing,nan,nan,nan,nan,2025-03-22 12:42:42,nan,nan,9,nan,April 26 2025 (No-rest option),Mary McLeod Bethune Elementary,nan
457,nan,nan,nan,nan,0.0,nan,nan,nan,In Processing,nan,nan,nan,nan,2lB9,nan,nan,9,nan,April 26 2025 (No-rest option),Mary McLeod Bethune Elementary,nan
458,nan,nan,nan,nan,0.0,nan,nan,nan,In Processing,nan,nan,nan,nan,2025-03-22 12:42:42,nan,nan,9,nan,April 26 2025 (No-rest option),Mary McLeod Bethune Elementary,nan
459,nan,nan,nan,nan,0.0,nan,nan,nan,rN32,nan,nan,nan,nan,2025-03-22 12:42:42,nan,nan,9,nan,April 26 2025 (No-rest option),Mary McLeod Bethune Elementary,nan
460,nan,nan,nan,nan,0.0,nan,nan,nan,In Processing,nan,nan,nan,nan,2025-03-22 12:42:42,nan,nan,9,nan,Y7VJ,Mary McLeod Bethune Elementary,nan
461,nan,nan,nan,nan,nan,nan,nan,nan,In Processing,nan,nan,nan,nan,2024-10-31 19:55:56,nan,nan,9,nan,nan,Other,nan
462,nan,64.0,53.0,38.0,21.0,13.0,1.0,7.0,In Processing,nan,nan,nan,nan,2024-11-01 6:20:08,nan,nan,9,nan,April 26 2025 (No-rest option),Mary McLeod Bethune Elementary,nan
463,nan,nan,nan,nan,0.0,nan,nan,nan,In Processing,nan,nan,nan,nan,2024-11-01 9:33:02,nan,nan,9,nan,January 18 2025,Other,nan
464,30.0,94.0,92.0,98.0,115.0,28.0,30.0,27.0,Eligible,nan,nan,nan,nan,2024-11-01 10:24:38,nan,nan,9,nan,January 18 2025,The Willow School,4.0
465,nan,nan,nan,nan,0.0,nan,nan,nan,In Processing,nan,nan,nan,nan,2024-11-01 12:19:44,nan,nan,9,nan,January 18 2025,Other,nan
466,30.0,95.0,99.0,99.0,118.0,28.0,30.0,30.0,Eligible,nan,nan,nan,nan,2024-11-01 14:41:32,nan,nan,9,nan,December 14 2024,Andrew H. Wilson Charter School,3.75
467,nan,63.0,75.0,87.0,54.0,12.0,24.0,18.0,In Processing,nan,nan,nan,nan,2024-11-01 17:47:29,nan,nan,10,nan,December 14 2024,Lycee Francais de la Nouvelle Orleans,nan
468,nan,66.0,77.0,48.0,38.0,14.0,5.0,19.0,In Processing,nan,nan,nan,nan,2024-11-02 8:23:22,nan,nan,9,nan,January 18 2025,Benjamin Franklin Elementary,nan
469,nan,25.0,53.0,3.0,9.0,1.0,1.0,7.0,In Processing,nan,nan,nan,nan,2024-11-02 14:20:58,nan,nan,9,nan,December 14 2024,Other,nan
470,nan,31.0,39.0,31.0,3.0,1.0,1.0,1.0,In Processing,nan,nan,nan,nan,2024-11-02 14:45:02,nan,nan,9,nan,December 14 2024,Other,nan
471,30.0,69.0,85.0,99.0,98.0,15.0,30.0,23.0,Eligible,nan,nan,nan,nan,2025-03-26 12:26:37,nan,nan,9,nan,nan,Lake Forest Elementary Charter School,3.75
472,nan,nan,nan,nan,nan,nan,nan,nan,In Processing,nan,nan,nan,nan,2024-11-02 16:33:17,nan,nan,9,nan,nan,Langston Hughes Academy,nan
473,nan,nan,nan,nan,nan,nan,nan,nan,In Processing,nan,nan,nan,nan,2024-11-02 20:17:14,nan,nan,9,nan,nan,Lake Castle Private School,nan
474,nan,nan,nan,nan,0.0,nan,nan,nan,In Processing,nan,nan,nan,nan,2024-11-03 6:05:47,nan,nan,9,nan,January 18 2025,YACS at Lawrence D. Crocker,nan
475,25.0,89.0,97.0,99.0,109.0,25.0,30.0,29.0,Eligible,nan,nan,nan,nan,2024-11-03 10:57:29,nan,nan,9,nan,December 14 2024,St. Paul's Episcopal School,3.0
476,30.0,90.0,89.0,88.0,106.0,26.0,25.0,25.0,Eligible,nan,nan,nan,nan,2024-11-03 15:04:57,nan,nan,9,nan,January 18 2025,The Willow School,3.75
477,nan,nan,nan,nan,0.0,nan,nan,nan,In Processing,nan,nan,nan,nan,2024-11-03 17:21:02,nan,nan,9,nan,January 18 2025,Phillis Wheatley Community School,nan
478,nan,72.0,85.0,38.0,41.0,17.0,1.0,23.0,In Processing,nan,nan,nan,nan,2024-11-03 18:30:32,nan,nan,9,nan,April 26 2025 (No-rest option),Mary McLeod Bethune Elementary,nan
479,nan,46.0,55.0,10.0,22.0,4.0,10.0,8.0,In Processing,5.0,12.0,6.0,23.0,2024-11-03 18:37:02,nan,nan,9,nan,March 22 2025 (No-rest option),Andrew H. Wilson Charter School,nan
480,nan,37.0,95.0,35.0,30.0,1.0,1.0,28.0,In Processing,nan,nan,nan,nan,2025-01-08 16:05:08,nan,nan,9,nan,April 26 2025 (No-rest option),Lycee Francais de la Nouvelle Orleans,nan
481,30.0,99.0,99.0,99.0,120.0,30.0,30.0,30.0,Eligible,nan,nan,nan,nan,2024-11-03 21:07:39,nan,nan,9,nan,December 14 2024,The Willow School,4.0
482,27.0,82.0,97.0,57.0,87.0,22.0,9.0,29.0,In Processing,nan,nan,nan,nan,2024-11-03 23:35:57,nan,nan,9,nan,April 26 2025 (No-rest option),Audubon Uptown Montessori and French,3.25
483,nan,27.0,54.0,33.0,10.0,1.0,1.0,8.0,In Processing,nan,nan,nan,nan,2024-11-04 6:59:43,nan,nan,9,nan,December 14 2024,Mary McLeod Bethune Elementary,nan
484,30.0,82.0,97.0,99.0,111.0,22.0,30.0,29.0,Eligible,nan,nan,nan,nan,2024-11-04 8:08:42,nan,nan,9,nan,December 14 2024,Lake Forest Elementary Charter School,3.62
485,nan,76.0,73.0,87.0,60.0,19.0,24.0,17.0,In Processing,10.0,27.0,12.0,49.0,2024-11-04 10:48:23,nan,nan,10,nan,March 22 2025 (No-rest option),Other,nan
486,nan,39.0,39.0,33.0,3.0,1.0,1.0,1.0,In Processing,nan,nan,nan,nan,2024-11-07 21:44:38,nan,nan,9,nan,December 14 2024,Dorothy Height Charter School,nan
487,nan,nan,nan,nan,0.0,nan,nan,nan,In Processing,nan,nan,nan,nan,2024-11-13 12:12:20,nan,nan,9,nan,January 18 2025,Bricolage Academy,nan
488,nan,nan,nan,nan,nan,nan,nan,nan,In Processing,nan,nan,nan,nan,2024-11-04 12:41:19,nan,nan,9,nan,nan,Phillis Wheatley Community School,nan
489,nan,40.0,83.0,66.0,37.0,1.0,14.0,22.0,In Processing,nan,nan,nan,nan,2024-11-04 12:45:37,nan,nan,9,nan,April 26 2025 (No-rest option),Edward Hynes Lakeview,nan
490,nan,92.0,98.0,85.0,80.0,27.0,23.0,30.0,In Processing,nan,nan,nan,nan,2024-11-04 12:51:54,nan,nan,9,nan,December 14 2024,Homer Plessy Community School,nan
491,nan,nan,nan,nan,nan,nan,nan,nan,In Processing,nan,nan,nan,nan,2024-11-04 13:04:26,nan,nan,9,nan,nan,Renew Robert Russa Moton: Lakefront:,nan
492,nan,nan,nan,nan,nan,nan,nan,nan,In Processing,nan,nan,nan,nan,2024-11-04 13:28:24,nan,nan,9,nan,nan,International School of Louisiana,nan
493,nan,nan,nan,nan,0.0,nan,nan,nan,In Processing,nan,nan,nan,nan,2024-11-04 13:40:22,nan,nan,9,nan,January 18 2025,KIPP Leadership,nan
494,nan,65.0,69.0,41.0,29.0,13.0,1.0,15.0,In Processing,nan,nan,nan,nan,2024-11-04 14:08:19,nan,nan,9,nan,January 18 2025,Benjamin Franklin Elementary,nan
495,nan,43.0,39.0,48.0,8.0,2.0,5.0,1.0,In Processing,4.0,1.0,1.0,6.0,2024-11-04 14:13:21,nan,nan,10,nan,March 22 2025 (No-rest option),International School of Louisiana,nan
496,nan,nan,nan,nan,nan,nan,nan,nan,In Processing,nan,nan,nan,nan,2024-11-04 14:29:47,nan,nan,11,nan,nan,Other,nan
497,nan,75.0,87.0,51.0,48.0,18.0,6.0,24.0,In Processing,nan,nan,nan,nan,2025-01-09 18:30:48,nan,nan,9,nan,January 18 2025,International School of Louisiana,nan
498,nan,nan,nan,nan,nan,nan,nan,nan,In Processing,nan,nan,nan,nan,2024-11-04 15:16:42,nan,nan,9,nan,nan,Edward Hynes Lakeview,nan
499,nan,28.0,53.0,29.0,9.0,1.0,1.0,7.0,In Processing,nan,nan,nan,nan,2024-11-04 15:34:13,nan,nan,9,nan,December 14 2024,Success at Thurgood Marshall,nan
500,nan,nan,nan,nan,0.0,nan,nan,nan,In Processing,9.0,22.0,11.0,42.0,2024-11-04 15:36:28,nan,nan,9,nan,February 15 2025 (No-rest option),Phillis Wheatley Community School,nan
501,nan,nan,nan,nan,0.0,nan,nan,nan,In Processing,nan,nan,nan,nan,2024-11-04 15:54:09,nan,nan,10,nan,January 18 2025,Other,nan
502,nan,nan,nan,nan,nan,nan,nan,nan,In Processing,nan,nan,nan,nan,2024-11-04 17:34:48,nan,nan,9,nan,nan,Edward Hynes Parkview,nan
503,nan,44.0,65.0,41.0,17.0,3.0,1.0,13.0,In Processing,nan,nan,nan,nan,2024-11-04 17:50:56,nan,nan,9,nan,December 14 2024,Audubon Gentilly,nan
504,nan,27.0,46.0,66.0,19.0,1.0,14.0,4.0,In Processing,nan,nan,nan,nan,2024-11-04 18:48:45,nan,nan,9,nan,January 18 2025,Mary McLeod Bethune Elementary,nan
505,nan,37.0,66.0,38.0,16.0,1.0,1.0,14.0,In Processing,nan,nan,nan,nan,2024-11-04 20:02:26,nan,nan,9,nan,December 14 2024,Audubon Gentilly,nan
506,nan,39.0,39.0,37.0,3.0,1.0,1.0,1.0,In Processing,nan,nan,nan,nan,2024-11-04 20:23:26,nan,nan,9,nan,April 26 2025 (No-rest option),Edward Hynes Lakeview,nan
507,nan,oA43,37.0,9.0,3.0,1.0,1.0,1.0,In Processing,nan,nan,nan,nan,2024-11-04 23:17:16,nan,nan,9,nan,January 18 2025,KIPP East,nan
508,nan,nan,nan,nan,0.0,nan,nan,nan,In Processing,1.0,1.0,1.0,3.0,2024-11-05 6:45:38,nan,nan,9,nan,March 22 2025 (No-rest option),Other,nan
509,30.0,82.0,95.0,93.0,107.0,22.0,27.0,28.0,Eligible,nan,nan,nan,nan,2024-11-05 12:51:47,nan,nan,9,nan,January 18 2025,Lake Forest Elementary Charter School,3.5
510,nan,nan,nan,nan,nan,nan,nan,nan,In Processing,nan,nan,nan,nan,2024-11-05 14:00:53,nan,nan,9,nan,nan,Ecole Bilingue,nan
511,nan,71.0,83.0,80.0,59.0,16.0,21.0,22.0,In Processing,nan,nan,nan,nan,2024-11-05 14:22:17,nan,nan,11,nan,January 18 2025,International School of Louisiana,nan
512,nan,36.0,55.0,51.0,15.0,1.0,6.0,8.0,In Processing,nan,nan,nan,nan,2024-11-05 14:33:26,nan,nan,9,nan,December 14 2024,Dorothy Height Charter School,nan
513,nan,56.0,33.0,24.0,11.0,9.0,1.0,1.0,In Processing,nan,nan,nan,nan,2024-11-05 14:33:44,nan,nan,9,nan,December 14 2024,Dorothy Height Charter School,nan
514,nan,36.0,34.0,70.0,18.0,1.0,16.0,1.0,In Processing,nan,nan,nan,nan,2024-11-05 15:22:45,nan,nan,9,nan,January 18 2025,Mary McLeod Bethune Elementary,nan
515,nan,nan,nan,nan,nan,nan,nan,nan,In Processing,nan,nan,nan,nan,2024-11-05 15:29:30,nan,nan,9,nan,nan,Benjamin Franklin Elementary,nan
516,30.0,86.0,90.0,91.0,106.0,24.0,26.0,26.0,Eligible,nan,nan,nan,nan,2024-11-05 19:24:13,nan,nan,9,nan,December 14 2024,Morris Jeff Community School,3.88
517,25.0,92.0,88.0,96.0,106.0,27.0,29.0,25.0,Eligible,nan,nan,nan,nan,2024-11-05 20:05:50,nan,nan,9,nan,January 18 2025,Isidore Newman,3.0
518,nan,19.0,37.0,16.0,3.0,1.0,1.0,1.0,In Processing,nan,nan,nan,nan,2024-11-05 20:40:52,nan,nan,9,nan,December 14 2024,Other,nan
519,nan,58.0,36.0,23.0,12.0,10.0,1.0,1.0,In Processing,nan,nan,nan,nan,2024-11-05 21:34:53,nan,nan,11,nan,March 22 2025 (No-rest option),International School of Louisiana,nan
520,30.0,97.0,97.0,99.0,118.0,29.0,30.0,29.0,Eligible,nan,nan,nan,nan,2024-11-06 8:40:58,nan,nan,9,nan,December 14 2024,The Willow School,4.0
521,nan,nan,nan,nan,nan,nan,nan,nan,In Processing,nan,nan,nan,nan,2024-11-06 9:01:34,nan,nan,9,nan,nan,KIPP Morial,nan
522,nan,nan,nan,nan,0.0,nan,nan,nan,In Processing,nan,nan,nan,nan,2024-11-06 9:07:18,nan,nan,10,nan,April 26 2025 (No-rest option),Other,nan
523,30.0,96.0,97.0,90.0,114.0,29.0,26.0,29.0,Eligible,nan,nan,nan,nan,2024-11-06 9:58:40,nan,nan,9,nan,December 14 2024,Audubon Uptown Montessori and French,4.0
524,nan,38.0,35.0,86.0,26.0,1.0,24.0,1.0,In Processing,nan,nan,nan,nan,2024-11-14 13:29:44,nan,nan,9,nan,March 22 2025 (No-rest option),Morris Jeff Community School,nan
525,nan,6.0,33.0,1.0,3.0,QWzo,1.0,1.0,In Processing,nan,nan,nan,nan,2024-11-06 11:20:42,nan,nan,9,nan,April 26 2025 (No-rest option),Elan Academy,nan
526,nan,nan,nan,nan,0.0,nan,nan,nan,In Processing,7.0,12.0,14.0,33.0,2024-11-06 11:41:19,nan,nan,9,nan,February 15 2025 (No-rest option),International School of Louisiana,nan
527,nan,74.0,70.0,54.0,42.0,18.0,8.0,16.0,In Processing,nan,nan,nan,nan,2024-11-06 13:27:15,nan,nan,9,nan,April 26 2025 (No-rest option),Benjamin Franklin Elementary,nan
528,nan,51.0,54.0,41.0,15.0,6.0,1.0,8.0,In Processing,7.0,1.0,6.0,14.0,2024-11-06 16:17:25,nan,nan,9,nan,March 22 2025 (No-rest option),Audubon Uptown Montessori and French,nan
529,nan,46.0,54.0,51.0,18.0,4.0,6.0,8.0,In Processing,nan,nan,nan,nan,2024-11-06 17:30:44,nan,nan,9,nan,January 18 2025,Dorothy Height Charter School,nan
530,30.0,98.0,98.0,99.0,120.0,30.0,30.0,30.0,Eligible,nan,nan,nan,nan,2024-11-06 18:44:29,nan,nan,9,nan,January 18 2025,The Willow School,4.0
531,nan,nan,nan,nan,0.0,nan,nan,nan,In Processing,4.0,12.0,8.0,24.0,2025-02-09 13:20:44,nan,nan,9,nan,January 18 2025,Bricolage Academy,nan
532,nan,46.0,35.0,22.0,6.0,4.0,1.0,1.0,In Processing,4.0,2.0,8.0,14.0,2024-11-06 19:29:02,nan,nan,9,nan,March 22 2025 (No-rest option),Success at Thurgood Marshall,nan
533,nan,nan,nan,nan,0.0,nan,nan,nan,In Processing,nan,nan,nan,nan,2024-11-06 21:28:07,nan,nan,9,nan,April 26 2025 (No-rest option),Dorothy Height Charter School,nan
534,27.0,90.0,87.0,76.0,96.0,26.0,19.0,24.0,Eligible,nan,nan,nan,nan,2024-11-07 10:51:33,nan,nan,10,nan,December 14 2024,Other,3.25
535,nan,74.0,84.0,64.0,54.0,18.0,13.0,23.0,In Processing,nan,nan,nan,nan,2024-11-07 11:27:06,nan,nan,9,nan,April 26 2025 (No-rest option),Bricolage Academy,nan
536,nan,79.0,66.0,74.0,52.0,20.0,18.0,14.0,In Processing,nan,nan,nan,nan,2024-11-07 11:53:16,nan,nan,11,nan,December 14 2024,Cabrini High School,nan
537,30.0,94.0,97.0,99.0,117.0,28.0,30.0,29.0,Eligible,nan,nan,nan,nan,2024-11-07 12:32:38,nan,nan,9,nan,January 18 2025,Louise McGehee,4.0
538,nan,nan,nan,nan,0.0,nan,nan,nan,In Processing,nan,nan,nan,nan,2024-11-07 13:45:15,nan,nan,9,nan,January 18 2025,Benjamin Franklin Elementary,nan
539,nan,25.0,57.0,16.0,11.0,1.0,1.0,9.0,In Processing,nan,nan,nan,nan,2024-11-10 21:17:56,nan,nan,9,nan,December 14 2024,Cabrini High School,nan
540,nan,nan,nan,nan,0.0,nan,nan,nan,In Processing,nan,nan,nan,nan,2024-11-07 18:28:15,nan,nan,9,nan,December 14 2024,Renew Dolores T. Aaron Academy,nan
541,nan,40.0,63.0,85.0,36.0,1.0,23.0,12.0,In Processing,nan,nan,nan,nan,2024-11-07 19:53:07,nan,nan,9,nan,December 14 2024,Phillis Wheatley Community School,nan
542,27.0,84.0,97.0,66.0,93.0,23.0,14.0,29.0,Eligible,nan,nan,nan,nan,2024-11-07 20:33:05,nan,nan,9,nan,December 14 2024,Benjamin Franklin Elementary,3.25
543,nan,66.0,88.0,74.0,57.0,14.0,18.0,25.0,In Processing,nan,nan,nan,nan,2024-11-07 21:03:28,nan,nan,9,nan,January 18 2025,Homer Plessy Community School,nan
544,nan,77.0,85.0,54.0,50.0,19.0,8.0,23.0,In Processing,nan,nan,nan,nan,2024-11-08 0:13:08,nan,nan,9,nan,December 14 2024,Harriet Tubman Charter School,nan
545,30.0,87.0,96.0,94.0,112.0,24.0,29.0,29.0,Eligible,nan,nan,nan,nan,2024-11-08 6:08:55,nan,nan,9,nan,December 14 2024,The Willow School,3.88
546,nan,46.0,63.0,80.0,37.0,4.0,21.0,12.0,In Processing,nan,nan,nan,nan,2024-11-08 9:37:44,nan,nan,9,nan,December 14 2024,Bricolage Academy,nan
547,nan,81.0,82.0,95.0,8ewd,21.0,28.0,22.0,In Processing,nan,nan,nan,nan,2024-11-08 16:33:05,nan,nan,11,nan,April 26 2025 (No-rest option),The Willow School,nan
548,nan,nan,nan,nan,nan,nan,nan,nan,In Processing,nan,nan,nan,nan,2024-11-08 10:08:30,nan,nan,9,nan,nan,Morris Jeff Community School,nan
549,nan,79.0,46.0,87.0,48.0,20.0,24.0,4.0,In Processing,nan,nan,nan,nan,2024-11-08 10:42:11,nan,nan,9,Test Accommodations Approved,December 14 2024,Bricolage Academy,nan
550,nan,36.0,57.0,51.0,16.0,1.0,6.0,9.0,In Processing,nan,nan,nan,nan,2024-11-08 10:58:29,nan,nan,9,nan,April 26 2025 (No-rest option),Audubon Uptown Montessori and French,nan
551,nan,nan,nan,nan,nan,nan,nan,nan,In Processing,nan,nan,nan,nan,2024-11-08 10:58:46,nan,nan,9,nan,nan,Bricolage Academy,nan
552,nan,22.0,28.0,12.0,3.0,1.0,1.0,1.0,In Processing,nan,nan,nan,nan,2024-11-08 21:55:52,nan,nan,9,nan,December 14 2024,Einstein Middle School,nan
553,nan,nan,nan,nan,0.0,nan,nan,nan,In Processing,nan,nan,nan,nan,2024-11-08 22:44:23,nan,nan,11,nan,January 18 2025,Other,nan
554,nan,61.0,80.0,72.0,49.0,11.0,17.0,21.0,In Processing,nan,nan,nan,nan,2024-11-09 8:53:51,nan,nan,9,nan,April 26 2025 (No-rest option),Homer Plessy Community School,nan
555,nan,52.0,81.0,62.0,40.0,7.0,12.0,21.0,In Processing,nan,nan,nan,nan,2024-11-09 10:19:31,nan,nan,9,nan,nan,Audubon Uptown Montessori and French,nan
556,nan,68.0,76.0,77.0,53.0,15.0,19.0,19.0,In Processing,nan,nan,nan,nan,2024-11-09 14:39:01,nan,nan,11,nan,January 18 2025,Other,nan
557,nan,nan,nan,nan,nan,nan,nan,nan,In Processing,nan,nan,nan,nan,2024-11-09 18:39:25,nan,nan,9,nan,nan,Benjamin Franklin Elementary,nan
558,30.0,84.0,96.0,99.0,112.0,23.0,30.0,29.0,Eligible,nan,nan,nan,nan,2024-11-10 10:45:42,nan,nan,9,nan,December 14 2024,Other,3.75
559,nan,57.0,55.0,48.0,22.0,9.0,5.0,8.0,In Processing,nan,nan,nan,nan,2024-11-10 14:37:55,nan,nan,9,nan,January 18 2025,Edward Hynes Lakeview,nan
560,nan,42.0,65.0,48.0,20.0,2.0,5.0,13.0,In Processing,nan,nan,nan,nan,2024-11-10 19:27:34,nan,nan,9,nan,April 26 2025 (No-rest option),Audubon Uptown Montessori and French,nan
561,nan,81.0,74.0,61.0,vcxD,21.0,11.0,18.0,In Processing,nan,nan,nan,nan,2025-01-30 13:28:35,nan,nan,11,nan,March 22 2025 (No-rest option),Arden Cahill Academy,nan
562,nan,nan,nan,nan,nan,nan,nan,nan,In Processing,nan,nan,nan,nan,2024-11-11 8:52:36,nan,nan,10,nan,April 26 2025 (No-rest option),Other,nan
563,nan,46.0,70.0,64.0,33.0,4.0,13.0,16.0,In Processing,10.0,20.0,16.0,46.0,2024-11-11 11:32:02,nan,nan,9,nan,March 22 2025 (No-rest option),Mary McLeod Bethune Elementary,nan
564,nan,18.0,49.0,29.0,7.0,1.0,1.0,5.0,In Processing,nan,nan,nan,nan,2024-11-11 11:56:02,nan,nan,9,nan,January 18 2025,Edward Hynes Lakeview,nan
565,30.0,nan,nan,nan,30.0,nan,nan,nan,Eligible,15.0,24.0,19.0,88.0,2024-11-11 13:47:47,nan,nan,9,nan,February 15 2025 (No-rest option),Renew Laurel Elementary,xOys
566,nan,nan,nan,nan,0.0,nan,nan,nan,In Processing,1.0,15.0,11.0,27.0,2024-11-11 13:51:42,nan,nan,9,nan,February 15 2025 (No-rest option),Mary McLeod Bethune Elementary,nan
567,nan,nan,nan,nan,0.0,nan,nan,nan,In Processing,nan,nan,nan,nan,2024-11-11 17:29:21,nan,nan,9,nan,April 26 2025 (No-rest option),Renew Dolores T. Aaron Academy,nan
